Total_Bsmt_SF,Gr_Liv_Area,Garage_Area,Year_Built,Year_Remod/Add,Mas_Vnr_Area,Full_Bath,BsmtFin_SF_1,Overall_Qual,Exter_Qual,Bsmt_Qual,Kitchen_Qual,Fireplace_Qu,Garage_Finish,Bsmt_Exposure,Heating_QC,MS_SubClass,Foundation,Garage_Type,Neighborhood_High,Neighborhood_Low,SalePrice
1461.0,1509,600.0,1988,1989,219.0,2,783.0,6.0,1,2,1,1,2,2,2,0,0,1,0,0,175000
756.0,1717,642.0,1915,1970,0.0,1,216.0,7.0,0,1,1,3,1,0,1,0,0,0,0,0,140000
1265.0,1240,528.0,1985,1985,0.0,2,215.0,7.0,0,2,1,0,1,0,1,1,0,1,0,0,174000
856.0,1166,400.0,2005,2005,182.0,2,655.0,7.0,1,2,1,0,3,3,2,0,1,1,0,0,190000
504.0,1464,0.0,1910,2002,0.0,2,0.0,5.0,1,1,0,0,0,0,2,0,0,0,0,1,129000
1592.0,1652,510.0,1959,1991,136.0,1,1386.0,6.0,0,1,1,3,2,1,1,1,0,1,0,0,200000
896.0,2142,509.0,1968,1968,576.0,2,448.0,6.0,0,2,1,3,3,0,0,1,0,1,0,0,193500
1092.0,1092,504.0,1964,1964,260.0,1,787.0,6.0,0,2,0,0,2,0,2,1,0,1,0,0,145000
1022.0,1671,451.0,1929,1950,270.0,2,526.0,7.0,1,1,0,3,1,0,2,0,0,0,0,0,218000
0.0,1488,569.0,1952,2002,232.0,1,0.0,5.0,0,0,0,3,2,0,1,1,0,1,0,1,135000
1444.0,1624,240.0,1952,1952,150.0,1,40.0,5.0,0,1,0,3,2,1,2,1,0,1,0,0,146500
1362.0,1362,460.0,2005,2006,256.0,2,20.0,6.0,1,2,1,3,2,2,2,1,1,1,1,0,194700
1218.0,1218,462.0,2007,2008,210.0,2,902.0,7.0,1,2,1,0,3,0,2,1,1,1,0,0,230348
1124.0,1068,288.0,1923,1950,0.0,1,960.0,6.0,0,0,0,3,1,0,0,0,0,0,0,1,109500
1625.0,1625,576.0,1979,1979,0.0,2,776.0,6.0,0,2,0,2,3,3,0,1,0,1,0,0,242500
1064.0,1767,504.0,1987,1987,0.0,2,495.0,7.0,1,2,1,2,2,0,1,0,1,1,1,0,239000
1050.0,1050,286.0,1954,2000,176.0,1,824.0,6.0,0,1,1,0,2,0,2,1,0,1,0,0,156000
907.0,907,352.0,1957,1957,0.0,1,288.0,3.705,0,1,0,0,1,0,2,1,0,0,0,0,109008
0.0,845,256.0,1939,1950,0.0,1,0.0,3.705,0,0,0,0,1,0,2,0,0,0,0,1,68104
1242.0,2501,751.0,1995,1995,466.0,2,0.0,8.0,1,2,1,2,2,2,2,1,1,1,0,0,290000
1209.0,1209,504.0,1966,1966,0.0,1,1059.0,5.0,0,2,0,0,2,0,1,1,1,1,0,0,159000
348.0,906,231.0,1937,1950,0.0,1,120.0,3.705,0,1,0,0,1,0,0,0,1,0,0,1,87000
1581.0,1601,670.0,2001,2002,479.0,2,1358.0,8.0,1,2,1,2,2,2,2,1,1,1,0,0,272000
1336.0,1336,502.0,2005,2006,0.0,2,996.0,7.0,1,2,1,0,1,1,2,1,1,1,0,0,198000
801.0,1656,440.0,1940,1985,0.0,2,0.0,3.705,0,1,0,0,1,0,1,0,0,0,0,1,119164
0.0,1124,0.0,1954,1954,0.0,1,0.0,5.0,0,0,0,3,0,0,1,1,0,0,0,1,93000
982.0,1892,431.0,2000,2001,647.0,2,544.0,7.0,1,2,0,2,2,2,2,1,1,1,0,0,226750
978.0,1699,420.0,1900,1970,0.0,2,440.0,3.705,0,0,0,0,1,1,0,0,0,0,0,1,95000
780.0,1416,312.0,1948,1950,0.0,1,300.0,6.0,0,1,0,0,1,0,0,0,0,0,0,1,139900
728.0,1306,0.0,1940,1966,0.0,1,0.0,3.705,0,1,0,0,0,0,2,0,0,0,0,1,76500
672.0,672,308.0,1940,2005,0.0,1,0.0,3.705,1,1,0,0,1,0,1,0,1,0,0,1,86900
1113.0,1160,257.0,1968,1968,0.0,1,785.0,5.0,0,1,1,0,1,0,2,1,0,1,0,0,152500
911.0,930,286.0,1953,1953,115.0,1,767.0,3.705,0,2,0,0,2,0,0,1,0,1,0,1,99000
420.0,708,0.0,1940,1950,0.0,1,280.0,3.705,0,1,0,0,0,0,1,0,0,0,0,1,82500
1575.0,1575,529.0,1992,1992,0.0,2,430.0,6.0,1,2,1,0,2,0,1,1,1,1,0,0,179200
1059.0,1059,286.0,1966,1966,0.0,1,773.0,5.0,0,1,0,0,3,0,1,1,0,1,0,0,142500
1005.0,1005,440.0,1964,1964,0.0,1,513.0,3.705,0,1,0,0,1,0,0,1,0,0,0,0,115400
1057.0,1929,650.0,2001,2001,0.0,2,738.0,7.0,1,2,1,2,3,0,2,1,1,1,0,0,226000
600.0,1200,480.0,2005,2005,0.0,2,0.0,7.0,1,2,1,0,2,0,2,0,1,0,0,0,144152
1765.0,2690,795.0,2003,2003,221.0,2,0.0,8.0,1,3,1,3,3,3,2,1,1,1,1,0,370000
833.0,833,495.0,1984,1984,0.0,1,207.0,5.0,0,2,1,0,1,1,0,1,0,1,0,0,149900
728.0,1456,429.0,2006,2006,0.0,2,0.0,6.0,1,2,0,0,2,0,1,1,1,1,0,0,172785
864.0,864,720.0,1950,2002,0.0,1,398.0,5.0,0,1,1,0,2,0,1,1,0,0,0,0,129000
1362.0,1586,435.0,1979,1998,0.0,2,0.0,6.0,0,2,0,2,1,0,0,1,0,1,0,0,181000
1058.0,1370,300.0,1956,1956,272.0,1,678.0,5.0,0,1,0,2,2,2,2,0,0,0,0,0,148000
914.0,914,0.0,2002,2002,0.0,1,475.0,6.0,0,2,1,0,0,2,2,1,1,0,0,1,117250
1373.0,1555,430.0,2005,2006,16.0,2,16.0,7.0,1,2,1,2,3,2,2,1,1,1,0,0,192500
716.0,1556,452.0,1980,1980,0.0,2,81.0,6.0,0,2,0,2,3,0,0,0,0,1,0,0,151000
882.0,882,461.0,1972,1972,0.0,1,138.0,5.0,0,1,0,0,1,0,0,1,0,0,0,0,112500
915.0,1167,495.0,1920,1950,0.0,1,645.0,5.0,0,1,0,3,1,0,0,0,0,0,0,1,144000
1800.0,1800,944.0,2007,2008,714.0,2,1204.0,9.214285714285714,1,3,2,3,2,0,2,1,1,1,1,0,370967
855.0,1456,440.0,1975,1975,0.0,2,514.0,6.0,0,1,1,2,1,0,0,0,0,1,0,0,149900
831.0,1660,493.0,2002,2002,95.0,2,0.0,7.0,1,2,1,0,2,0,2,1,1,1,0,0,195000
384.0,1482,392.0,1992,1992,170.0,2,0.0,7.0,0,2,1,2,3,0,1,0,1,1,0,0,163900
1190.0,1522,552.0,1984,1984,136.0,2,299.0,6.0,0,2,0,2,3,0,2,1,1,1,0,0,182000
2190.0,2036,780.0,2008,2008,246.0,2,1758.0,9.214285714285714,1,3,2,3,3,3,2,1,0,1,0,0,410000
1582.0,1595,672.0,1991,1991,0.0,2,55.0,5.0,0,2,0,0,1,0,0,1,1,0,0,0,152000
891.0,1686,462.0,2005,2005,172.0,2,0.0,7.0,1,2,1,0,3,0,2,1,1,1,0,0,184000
1344.0,1344,784.0,1997,1998,200.0,2,1309.0,7.0,0,2,0,0,3,3,2,0,1,1,0,0,206300
1652.0,1652,928.0,1970,1970,0.0,2,149.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,146500
832.0,1337,263.0,1956,1956,0.0,1,0.0,3.705,0,1,0,0,1,0,0,0,0,1,0,0,108000
570.0,1920,487.0,1968,1992,143.0,3,0.0,7.0,0,1,1,2,2,0,1,0,0,1,0,0,170000
848.0,848,420.0,2004,2004,205.0,1,662.0,6.0,1,2,1,0,2,1,2,1,1,1,0,0,145000
1057.0,1055,440.0,1975,1975,0.0,2,435.0,7.0,0,2,0,1,2,0,0,1,0,1,0,0,123000
1291.0,1291,431.0,1996,1997,0.0,1,1003.0,6.0,0,2,1,3,1,1,2,1,1,1,0,0,173000
624.0,720,484.0,1928,2003,0.0,1,0.0,6.0,0,1,0,0,1,0,1,0,0,0,0,1,105900
462.0,988,297.0,1973,1973,0.0,1,462.0,3.705,0,2,0,0,1,3,0,0,0,1,0,1,91000
1067.0,1523,295.0,1949,2005,0.0,2,312.0,5.0,0,1,0,2,1,0,0,0,0,1,0,0,158000
864.0,1728,572.0,2004,2004,0.0,2,0.0,7.0,1,2,1,0,2,0,2,1,1,1,0,0,190000
1230.0,1239,477.0,1995,1995,0.0,1,560.0,8.0,1,2,1,1,3,3,2,1,1,1,0,0,217500
1151.0,1955,356.0,1958,1958,162.0,2,330.0,5.0,0,1,0,0,3,0,1,0,0,1,0,1,165500
704.0,1564,234.0,1941,1950,0.0,1,275.0,7.0,0,1,0,3,1,0,2,0,0,1,0,0,174500
416.0,1204,312.0,1954,1954,0.0,1,0.0,3.705,0,3,0,0,1,2,1,0,0,0,0,1,100000
1329.0,1329,312.0,1958,1958,108.0,1,923.0,6.0,0,1,1,0,1,0,0,1,0,1,0,0,172000
864.0,879,440.0,1975,1975,0.0,1,330.0,5.0,0,1,0,0,1,0,0,1,0,1,0,0,120000
721.0,841,294.0,1950,1950,0.0,1,0.0,3.705,0,1,0,0,1,0,1,1,0,0,0,0,82000
784.0,1312,649.0,1947,1950,0.0,1,0.0,6.0,0,1,0,0,1,0,2,0,0,0,0,0,127000
735.0,2058,396.0,1917,1950,0.0,1,319.0,6.0,0,2,0,3,1,0,0,0,0,0,0,1,129500
1220.0,1360,565.0,1984,1984,0.0,1,1036.0,8.0,1,2,1,3,2,2,1,1,0,1,1,0,187500
1778.0,1786,715.0,2002,2003,240.0,2,1538.0,8.0,1,3,1,3,2,3,2,1,1,1,0,0,300000
825.0,1993,495.0,1971,1971,252.0,2,416.0,6.0,0,1,0,3,2,0,1,1,0,1,0,0,190000
951.0,1362,280.0,1920,1950,0.0,2,0.0,3.705,0,1,0,0,1,0,0,0,0,0,0,1,96000
1092.0,1550,438.0,2006,2007,100.0,2,812.0,7.0,1,2,1,0,3,0,2,1,1,1,0,0,241000
1140.0,1696,349.0,1962,1962,0.0,1,0.0,5.0,0,1,0,2,2,0,0,1,0,1,0,0,143900
546.0,1092,286.0,1970,1970,0.0,1,408.0,3.705,0,1,0,0,1,0,0,0,0,0,0,1,87550
1752.0,1752,576.0,2005,2005,412.0,2,456.0,9.214285714285714,1,3,2,3,2,0,2,1,1,1,1,0,319900
1094.0,2473,675.0,2006,2006,184.0,2,205.0,9.214285714285714,1,3,1,3,3,3,2,1,1,1,1,0,356383
1800.0,1800,702.0,2007,2007,0.0,2,0.0,9.214285714285714,1,3,2,0,3,0,2,1,1,1,0,0,239000
1080.0,2197,783.0,1993,1994,320.0,2,228.0,7.0,1,2,1,3,3,2,2,1,1,1,0,0,287500
720.0,1382,660.0,1941,1950,0.0,1,360.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,128500
847.0,1733,433.0,2004,2004,0.0,2,0.0,7.0,1,2,1,3,3,0,2,1,1,1,0,0,185088
1402.0,1402,625.0,2008,2008,0.0,2,0.0,7.0,1,2,1,0,2,0,2,1,1,1,0,0,229800
864.0,887,288.0,1984,1984,0.0,1,516.0,5.0,0,1,0,0,2,0,0,1,0,1,0,0,124500
1051.0,1051,504.0,1968,1968,0.0,1,758.0,5.0,0,1,0,0,2,0,1,1,0,1,0,0,142000
755.0,1510,216.0,1920,1950,0.0,1,305.0,6.0,0,1,0,0,1,0,2,0,1,0,0,0,149000
1656.0,1656,506.0,1973,1973,564.0,2,0.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,135000
1078.0,958,440.0,1976,1976,0.0,2,120.0,6.0,0,2,0,2,2,0,0,1,0,1,0,0,128000
3200.0,3228,546.0,1992,1993,0.0,3,1231.0,8.0,1,2,1,3,2,0,2,1,1,1,0,0,430000
1040.0,1040,686.0,1968,1968,0.0,1,812.0,5.0,0,1,0,0,3,0,0,1,0,0,0,0,145000
661.0,1250,552.0,1910,2003,0.0,2,0.0,5.0,0,1,0,3,1,0,2,0,1,0,0,0,139000
585.0,1868,477.0,1984,2003,74.0,3,0.0,6.0,0,2,0,2,3,0,2,0,0,1,0,0,178000
1620.0,2790,1150.0,2005,2006,468.0,2,1082.0,9.214285714285714,1,3,2,3,3,3,2,1,1,1,1,0,460000
844.0,2134,441.0,1916,1994,0.0,2,0.0,6.0,0,1,1,0,1,0,1,0,0,0,0,1,214500
686.0,1928,0.0,1916,1995,0.0,2,0.0,5.0,0,1,0,0,0,1,1,0,1,0,0,0,160000
992.0,2060,390.0,1999,1999,298.0,2,772.0,7.0,1,2,1,2,2,0,2,1,1,1,0,0,214000
901.0,1378,162.0,1935,1998,0.0,1,0.0,6.0,0,1,1,0,1,0,1,0,1,0,0,1,128900
1249.0,1622,1356.0,1961,1975,149.0,1,1159.0,3.705,0,1,0,2,3,2,2,0,0,0,0,0,168000
955.0,1880,880.0,2007,2007,0.0,2,745.0,8.0,1,3,2,3,3,2,2,1,1,1,0,0,310013
1074.0,1088,461.0,1986,1986,0.0,1,0.0,8.0,1,2,1,0,2,0,2,1,0,1,1,0,170000
1040.0,1040,286.0,1959,1959,0.0,1,369.0,5.0,0,1,0,0,2,0,0,1,0,1,0,0,133700
602.0,1502,180.0,1923,1996,0.0,1,0.0,6.0,0,1,1,2,1,0,0,0,1,0,0,0,165000
483.0,987,264.0,1971,1971,604.0,1,358.0,6.0,0,1,0,0,1,0,0,0,0,0,0,1,89500
588.0,1095,264.0,1958,1958,105.0,1,513.0,6.0,0,1,0,0,2,3,0,0,0,1,0,0,140000
970.0,1709,380.0,2004,2004,50.0,2,0.0,7.0,1,2,1,0,1,0,2,0,1,0,0,1,134000
836.0,1731,462.0,1992,1993,0.0,2,758.0,6.0,1,2,1,0,2,0,2,1,1,1,0,0,248500
648.0,960,364.0,1965,2001,0.0,0,648.0,3.705,0,1,0,0,1,2,2,0,0,1,0,0,145000
713.0,1552,434.0,1975,1975,0.0,2,550.0,6.0,0,2,0,2,2,0,0,1,0,1,0,0,179900
1795.0,1795,895.0,2006,2007,428.0,2,0.0,8.0,1,3,1,3,2,2,2,1,1,1,0,0,147000
624.0,1274,576.0,1991,1991,0.0,1,458.0,5.0,0,2,0,0,1,0,1,1,1,0,0,0,136000
572.0,1196,576.0,1940,1950,0.0,1,264.0,6.0,0,1,0,3,1,0,2,0,0,0,0,1,128000
560.0,704,220.0,1946,2001,0.0,1,0.0,3.705,0,0,0,0,1,0,2,1,0,0,0,0,88750
972.0,972,305.0,1955,1955,0.0,1,648.0,5.0,0,1,0,0,1,0,0,1,0,1,0,0,122500
912.0,1458,330.0,1948,1950,0.0,1,0.0,6.0,0,1,0,3,1,0,0,0,0,1,0,0,97500
1008.0,1008,430.0,1963,1963,332.0,1,0.0,6.0,0,1,0,0,2,0,0,1,0,1,0,0,135000
1822.0,1828,774.0,2007,2007,452.0,2,48.0,9.214285714285714,1,3,1,3,1,2,2,1,1,1,1,0,314813
1013.0,1526,0.0,1915,1982,0.0,1,0.0,3.705,0,1,0,0,0,0,0,0,0,0,0,1,85000
698.0,1176,624.0,1937,2000,0.0,1,0.0,6.0,1,1,0,0,1,0,0,0,0,0,0,1,134900
1057.0,1057,288.0,1955,1999,164.0,1,0.0,5.0,0,1,1,0,1,1,1,1,0,1,0,1,137000
2109.0,2113,839.0,1995,1995,660.0,2,1696.0,8.0,1,2,1,2,3,3,2,1,1,1,0,0,350000
943.0,1387,300.0,1967,1975,0.0,1,373.0,5.0,0,1,0,2,2,1,0,1,0,1,0,0,145000
1704.0,2758,814.0,2005,2006,365.0,2,0.0,9.214285714285714,1,3,2,3,3,3,2,1,1,1,1,0,418000
798.0,840,250.0,1920,1950,0.0,1,0.0,3.705,0,1,0,0,1,0,1,0,1,0,0,1,64000
793.0,1520,281.0,1932,2000,0.0,1,182.0,5.0,0,1,0,0,1,0,2,0,0,0,0,0,159434
1542.0,1542,852.0,2007,2007,164.0,2,1220.0,8.0,1,2,1,3,1,0,2,1,1,1,0,0,260261
910.0,1385,720.0,1952,1952,0.0,2,507.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,166000
896.0,936,288.0,1962,1962,0.0,1,734.0,5.0,0,1,0,1,2,2,0,0,0,1,0,0,130000
824.0,1288,240.0,1941,1950,0.0,1,384.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,112000
1120.0,1128,525.0,1963,1963,148.0,2,776.0,5.0,0,1,0,0,2,1,1,1,0,1,0,0,155000
774.0,1968,680.0,2009,2010,84.0,2,0.0,8.0,1,3,2,3,3,0,2,1,1,1,0,0,269500
1246.0,1246,441.0,1964,1964,0.0,1,939.0,6.0,0,1,0,3,2,0,0,0,0,1,0,0,172000
800.0,1740,240.0,1940,1984,0.0,1,410.0,7.0,0,1,0,3,1,0,0,0,0,1,0,0,219500
925.0,925,484.0,1963,1963,0.0,1,181.0,5.0,0,1,0,0,1,0,1,1,1,0,0,0,133500
384.0,1430,400.0,2000,2000,0.0,2,0.0,7.0,0,2,0,2,2,0,2,0,1,1,0,0,170000
930.0,1566,288.0,1900,2003,0.0,2,0.0,8.0,1,1,1,0,1,0,0,0,0,0,0,1,150000
984.0,950,400.0,1953,1953,0.0,1,624.0,5.0,0,1,0,0,1,0,0,1,1,0,0,0,130000
1144.0,1144,796.0,1959,1959,128.0,1,748.0,5.0,0,1,0,2,2,2,0,0,0,1,0,0,143000
1114.0,1114,451.0,1961,1961,0.0,1,0.0,5.0,0,1,0,0,2,0,0,1,0,1,0,0,140000
2223.0,2223,516.0,1973,1973,1115.0,2,1880.0,7.0,0,2,0,3,3,3,2,1,0,1,0,0,244000
530.0,1111,288.0,1920,1996,0.0,1,0.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,101000
960.0,960,624.0,1958,1958,0.0,1,0.0,5.0,0,1,0,0,1,0,2,1,0,0,0,1,125000
932.0,1633,460.0,1998,1998,0.0,2,0.0,6.0,0,2,0,2,3,0,1,1,1,1,0,0,183000
755.0,2229,0.0,1912,1950,0.0,1,0.0,6.0,0,1,0,0,0,0,2,0,0,0,0,1,104000
936.0,984,280.0,1954,1954,0.0,1,0.0,6.0,0,1,0,0,1,0,0,0,0,0,0,0,112500
1686.0,1686,612.0,1980,1980,157.0,2,625.0,6.0,0,2,0,2,1,0,0,1,0,1,0,0,207500
1614.0,1614,576.0,2005,2005,140.0,2,56.0,7.0,1,2,1,3,3,3,2,1,1,1,0,0,225000
864.0,864,297.0,1972,1972,0.0,1,437.0,5.0,0,1,0,0,1,0,2,1,0,0,0,0,119900
1721.0,1740,874.0,2006,2006,206.0,2,0.0,7.0,1,3,1,0,2,0,2,1,1,1,1,0,293000
1461.0,1721,440.0,1968,1993,0.0,2,570.0,5.0,0,1,0,2,2,0,1,1,0,1,0,0,180000
1012.0,1034,888.0,1976,1976,335.0,1,539.0,6.0,0,1,0,0,1,2,0,0,0,1,0,0,169900
0.0,1902,539.0,1978,1978,0.0,2,0.0,6.0,0,0,0,0,1,0,0,0,0,1,0,0,112000
1040.0,1097,480.0,1984,1985,0.0,2,338.0,6.0,0,2,0,0,1,0,0,1,1,1,0,0,152000
1090.0,2206,670.0,2005,2006,525.0,2,0.0,9.214285714285714,1,2,2,3,3,2,2,1,1,1,1,0,300000
1029.0,1117,672.0,1976,1976,0.0,1,422.0,6.0,0,1,0,2,1,2,0,0,0,0,0,1,107000
777.0,2290,560.0,1885,1950,0.0,2,0.0,3.705,0,1,0,0,1,0,1,0,1,0,0,1,122500
483.0,948,264.0,1972,1972,504.0,1,276.0,6.0,0,1,0,0,1,0,0,0,0,0,0,1,89000
600.0,919,231.0,1940,1950,0.0,1,368.0,6.0,0,0,0,0,1,0,2,0,0,0,0,0,95000
912.0,1152,412.0,1968,1968,41.0,1,0.0,6.0,0,1,0,0,2,0,2,1,0,1,0,0,143450
1590.0,2334,751.0,2009,2010,162.0,2,0.0,9.214285714285714,1,3,2,3,3,0,2,1,1,1,1,0,376162
1268.0,1264,461.0,1960,1960,324.0,1,697.0,5.0,0,1,0,3,1,0,0,1,0,1,0,0,167500
1086.0,1224,528.0,1979,1979,275.0,0,1086.0,5.0,0,2,0,2,1,2,0,0,0,0,0,0,153337
672.0,1369,300.0,1925,1950,0.0,2,551.0,6.0,0,1,0,0,1,0,0,0,0,0,0,1,103600
894.0,894,308.0,1976,1976,0.0,1,182.0,5.0,0,1,0,0,1,2,0,1,0,1,0,0,128200
756.0,1573,440.0,2000,2000,216.0,2,378.0,6.0,1,2,1,0,1,0,2,0,1,0,0,0,177500
1671.0,2250,756.0,2002,2002,232.0,2,578.0,8.0,1,2,1,3,3,3,2,1,1,1,1,0,320000
794.0,1514,394.0,2000,2000,0.0,2,683.0,6.0,0,2,0,2,3,0,2,1,1,1,0,0,190000
672.0,1218,0.0,1971,1971,236.0,1,0.0,6.0,0,1,0,0,0,0,0,0,0,0,0,1,91500
811.0,1387,256.0,1954,1954,0.0,2,0.0,5.0,0,1,1,0,1,0,0,0,0,1,0,1,93000
649.0,1317,250.0,1920,1950,0.0,1,0.0,3.705,0,1,0,0,1,0,0,0,0,0,0,1,40000
684.0,1355,0.0,1914,2006,0.0,1,0.0,6.0,0,1,1,0,0,0,0,0,1,0,0,1,127000
756.0,952,330.0,1896,1950,0.0,1,0.0,3.705,0,1,0,0,2,0,1,0,0,0,0,1,50138
1143.0,1113,504.0,1976,1976,174.0,1,751.0,6.0,0,1,0,1,2,0,0,1,0,1,0,1,148000
740.0,778,924.0,1940,1955,0.0,1,403.0,5.0,0,1,0,3,3,0,2,0,0,0,0,1,120500
778.0,1489,240.0,1940,1950,0.0,2,0.0,6.0,0,1,0,3,1,0,0,0,0,0,0,0,139500
1698.0,1698,768.0,2007,2008,340.0,2,1234.0,9.214285714285714,1,3,2,3,3,0,2,1,1,1,0,1,320000
1005.0,2267,498.0,1937,1980,0.0,1,288.0,7.0,0,1,0,3,3,0,0,0,0,1,0,0,219000
864.0,902,484.0,1983,1983,0.0,1,301.0,5.0,0,2,0,0,1,2,0,1,0,1,0,0,131000
738.0,1495,440.0,2006,2006,0.0,2,0.0,6.0,1,2,1,3,2,0,2,1,1,1,0,0,171925
1348.0,1384,404.0,1996,1997,0.0,2,450.0,5.0,1,2,1,0,1,0,1,1,1,1,0,0,177900
585.0,1436,228.0,1921,1950,0.0,1,0.0,6.0,0,1,0,3,1,0,0,0,0,0,0,0,141500
952.0,1636,440.0,1998,1999,0.0,2,476.0,6.0,1,2,0,2,3,0,1,1,1,1,0,0,191000
1158.0,1158,576.0,2004,2004,0.0,1,941.0,6.0,0,2,1,0,1,0,2,1,1,0,0,0,158000
1638.0,1646,870.0,2006,2007,274.0,2,0.0,8.0,1,2,1,3,2,2,2,1,1,1,0,0,248900
731.0,1768,240.0,1937,1950,252.0,1,569.0,5.0,0,2,1,2,1,0,2,0,0,0,0,0,175000
1187.0,1565,299.0,1965,2000,0.0,2,901.0,6.0,0,1,1,2,2,1,2,0,1,1,0,0,185900
880.0,1768,320.0,1914,1970,0.0,1,390.0,7.0,0,2,0,2,1,1,0,0,0,0,0,1,163000
660.0,1396,0.0,1951,1951,0.0,2,0.0,5.0,0,1,0,0,0,1,0,0,0,0,0,1,115000
1008.0,1096,484.0,1978,1978,39.0,1,528.0,6.0,0,1,0,1,1,2,0,0,0,1,0,0,157500
1177.0,2312,658.0,1999,1999,210.0,2,913.0,7.0,1,2,1,2,3,0,2,1,1,1,0,0,245000
1337.0,1337,462.0,1993,1993,0.0,2,733.0,8.0,1,2,1,2,2,0,1,1,1,1,1,0,180000
551.0,1102,480.0,2004,2004,0.0,2,239.0,7.0,1,2,1,0,1,0,2,0,1,0,0,0,148800
1128.0,2031,577.0,2002,2002,0.0,2,804.0,8.0,1,2,1,3,2,0,2,1,1,1,0,0,237000
290.0,438,246.0,1920,1950,0.0,1,290.0,3.705,0,1,0,0,1,0,0,0,0,0,0,0,60000
456.0,1033,504.0,1976,1976,222.0,1,456.0,5.0,0,2,0,0,2,3,2,0,0,1,0,1,165000
1129.0,2327,596.0,2003,2003,0.0,2,0.0,7.0,1,2,1,3,2,0,2,1,1,1,0,0,240000
1168.0,1187,420.0,1992,1993,52.0,2,0.0,7.0,0,2,1,0,2,0,1,1,1,1,0,0,160000
780.0,1340,440.0,1945,1950,0.0,1,780.0,6.0,0,1,0,0,1,2,0,0,0,1,0,0,128000
0.0,1152,0.0,1955,1955,0.0,2,0.0,3.705,0,0,0,0,0,0,0,0,1,0,0,1,82000
1562.0,1567,542.0,1966,2008,210.0,2,1387.0,6.0,0,1,1,3,1,0,1,1,0,1,0,0,256000
650.0,1482,324.0,1920,1988,0.0,1,624.0,7.0,0,1,0,0,1,0,2,0,1,0,0,1,143000
1689.0,1689,433.0,2006,2007,0.0,2,0.0,7.0,1,2,1,0,3,0,2,1,1,1,0,0,231713
1100.0,1424,828.0,1969,1990,0.0,1,1047.0,5.0,0,2,0,0,1,3,0,0,0,0,0,0,155000
816.0,816,264.0,1983,1983,0.0,1,534.0,5.0,0,1,0,0,1,0,2,1,0,1,0,0,128500
1228.0,1424,312.0,1921,1950,174.0,2,0.0,7.0,0,1,0,3,1,0,2,0,0,1,0,0,168000
725.0,1479,484.0,1972,2004,138.0,1,626.0,7.0,0,1,1,0,3,0,1,1,0,1,0,0,184000
1025.0,1025,0.0,1962,1962,0.0,1,953.0,5.0,0,1,0,0,0,2,0,0,0,0,0,0,124000
1442.0,1442,615.0,1970,1970,571.0,2,0.0,6.0,0,1,0,2,2,0,0,1,0,1,0,0,185000
1406.0,1936,504.0,2000,2000,40.0,2,0.0,8.0,1,2,1,2,2,0,2,1,1,1,0,0,230500
1054.0,1939,555.0,1998,1998,227.0,2,796.0,7.0,0,2,1,2,2,1,2,1,1,1,0,0,227000
738.0,1476,540.0,2005,2005,0.0,2,193.0,6.0,1,2,1,0,3,0,2,1,1,1,0,0,173500
833.0,898,326.0,1968,1968,0.0,1,744.0,5.0,0,2,0,0,2,3,1,0,0,1,0,0,140000
1460.0,1460,480.0,2006,2007,0.0,2,666.0,8.0,1,3,1,3,3,0,2,1,1,1,0,0,247000
456.0,1034,504.0,1978,1978,23.0,1,456.0,6.0,0,2,0,1,3,3,0,0,0,0,0,0,149900
864.0,1174,528.0,1978,1978,180.0,1,781.0,5.0,0,2,0,0,1,1,2,1,0,1,0,0,158000
530.0,1080,496.0,2003,2003,0.0,2,244.0,7.0,1,2,1,0,2,0,2,0,1,1,0,0,147110
780.0,1376,198.0,1937,1950,0.0,2,0.0,6.0,0,1,0,3,1,0,0,0,0,0,0,1,119500
840.0,1567,440.0,1940,1950,0.0,1,728.0,5.0,0,1,0,2,1,0,2,0,0,0,0,0,205000
736.0,1534,0.0,1895,1999,0.0,1,0.0,5.0,0,2,1,0,0,2,2,0,0,0,0,1,148000
1595.0,1616,608.0,1995,1996,0.0,2,1180.0,8.0,1,2,1,2,2,0,2,1,1,1,1,0,236500
1058.0,1551,240.0,1938,1950,0.0,2,930.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,137000
960.0,960,330.0,1955,1955,0.0,1,100.0,5.0,0,1,0,0,2,0,1,1,0,1,0,0,122000
1302.0,1302,436.0,2007,2007,0.0,2,0.0,7.0,1,2,1,0,3,2,2,1,1,1,0,0,176485
816.0,816,210.0,1925,1950,0.0,1,0.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,109000
1502.0,1502,286.0,1998,1998,239.0,1,1102.0,7.0,1,2,1,2,3,0,2,1,1,1,0,0,330000
192.0,1133,308.0,2008,2008,0.0,1,96.0,6.0,0,1,0,0,1,0,1,1,1,0,0,1,143000
1408.0,3078,806.0,1998,1998,422.0,2,672.0,9.214285714285714,1,3,1,2,3,3,2,1,1,1,0,0,410000
