NEWID,GENDER,INTAKE,STREAM,SEC SCHOOL,RELIGION,CITIZENSHIP,REPEAT,MSG,L1R5,EL1,HMTL,MTL2,BT,DT,EM,AM,PHY,CHM,BIO,PC,PE,COM,PA,CH,HA,HMU,LEL,LCL,HSY,GEO,ART,MU,FN,AL,MSP,HH,HG,HL,IH,HZ,HP,IHC,IHE,FR,GM,JP,EM2,AM2,PO2,CO2,BO2,EO2,IH2,CLO,SP
20180356,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1,6,A1,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,A1,,,,A1,,,,,,,,,,,,,,,,
20180357,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2.78,6,A2,A2,,,,A1,C5,B4,B3,A1,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,
20180358,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,3.67,6,B3,A2,,,,B3,D7,,B4,C6,,,,,,,,,,,B3,,,,,,,,,A1,,,,,,,,A1,C5,,D7,,,,,
20180359,M,IP (X),Science,SCHOOL X,NO RELIGION,"KOREAN, SOUTH",,2.22,6,A2,C6,,,,A1,A1,A2,A1,,,,,,,,,,,,,,,,,,,,,,,,C5,,,,,,,,,,,,,
20180360,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,3.13,6,A2,F9,B3,,,A1,A2,A2,B3,,,,,,,,,,,,B3,,,,,,,,,,,,C6,,,,,,,,,,,B3,,
20180361,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,0,7,A2,,A1,,,A1,A1,A2,A1,A1,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180362,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.89,6,B3,B3,,,,A1,A1,B3,A1,A1,,,,,,,,,,,A1,,,,,,,,,,,,B3,,,,,,,,,,,,,
20180363,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.4,6,A1,B3,,,,A1,A1,B3,A1,A1,,,,,,,,,,,A1,,,,,A2,,,,,,,A1,,,,,,,,,,,,,
20180364,F,IP (Y),Arts,SCHOOL Y,OTHERS,SINGAPORE CITIZEN,,3.94,6,B3,C6,,,,B4,D7,,B4,B4,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,A2,C5,,C5,,,,,
20180365,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1,6,A1,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180366,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,CHRISTIAN,SINGAPORE PR (MALAYSIAN),,0,6,A1,,A1,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180367,M,DSA,Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,,8,A2,C6,B3,,,A1,A1,A2,B3,,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180368,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.25,6,A1,B4,,,,A1,B4,,B3,B3,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180369,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.13,6,B4,C6,,,,A1,A1,A2,A1,,,,,,,,,,,,B4,,,,,,,,,,,,A2,,,,,,,,,,,,,
20180370,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.17,6,A2,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180371,F,JAE Ordinary Admission,Science,QUEENSTOWN SECONDARY SCHOOL,NO RELIGION,SINGAPORE PR (CHINESE),,0,8,B3,A1,A1,,,A2,A1,A1,A2,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180372,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.91,6,B4,A2,,,,A1,A1,B4,A1,B3,,,,,,,,,A1,,,,,,,,,,,,,,B3,,,,,,,,,,,,,
20180373,F,JAE Ordinary Admission,Science,BUKIT VIEW SECONDARY SCHOOL,NO RELIGION,CHINESE,,0,9,C5,A1,A1,,,A1,A1,A2,A2,,,,,,,,,,,,,A2,,,,,,A2,,,,,,,,,,,,,,,,,,
20180374,F,DSA (CCA),Science,CEDAR GIRLS' SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,,14,B3,F9,B3,,,A2,A1,A2,B3,,,,,,B3,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180375,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE PR (MALAYSIAN),,1.55,6,A1,B3,,,,A1,A1,A1,A1,,,,,,,,,,,,A2,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180376,M,DSA (CCA),Science,ST. ANDREW'S SECONDARY SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,,10,A2,,C6,,,A1,A1,A2,A2,,,,,,,,,,,,A2,,,,,,B3,,,,,,,,,,,,,,,,,,,
20180377,F,JAE Ordinary Admission,Arts,NAN CHIAU HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,B3,A1,A1,,,A1,A1,B4,B4,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180378,M,IP (X),Science,SCHOOL X,TAOIST,SINGAPORE CITIZEN,,1.09,6,A2,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,
20180379,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,0,6,A1,C5,B3,,,A1,A1,A1,A2,A2,,,,,,,,,,A1,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180380,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.11,6,A2,B4,,,,A1,B4,A2,A1,A1,,,,,,,,B3,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180381,M,JAE Ordinary Admission,Science,WEST SPRING SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,,B3,,,A1,A1,,,,A1,,,A1,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180382,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,3,6,B3,B4,,,,A1,B3,A2,B4,B4,,,,,,,,,,,B3,,,,,,,,,,,,B3,,,,,,,,,,,,,
20180383,F,JAE Ordinary Admission,Arts,CRESCENT GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,A1,B3,A2,,,A2,B3,,B3,A1,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180384,M,JAE Ordinary Admission,Science,ST. JOSEPH'S INSTITUTION,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,,A1,,,A1,A1,A1,B3,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180385,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.67,6,B3,A2,,,,A1,A1,A2,A1,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180386,M,JAE Ordinary Admission,Arts,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",CHRISTIAN,SINGAPORE CITIZEN,,0,9,A1,B3,A2,A2,,A2,A2,A1,A2,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180387,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.5,6,B3,A2,,,,A1,A1,A2,A1,A1,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180388,M,DSA (CCA),Science,CATHOLIC HIGH SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,,12,A2,,C6,,,A1,A2,B3,A2,,,A1,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,,,,
20180389,F,JAE Ordinary Admission,Science,ANGLICAN HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,A2,A1,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180390,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.17,6,A1,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180391,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2.94,6,B3,B3,,,,A2,B4,B4,B3,,,,,,,,,,,,A2,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180392,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.33,6,A2,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,B3,,,,,,,,,,,
20180393,F,DSA (CCA),Arts,TEMASEK SECONDARY SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,,7,A2,,C6,,,A1,A1,,,,A1,,,,,,,,,,A1,,,,,A2,,,A1,,,,,,,,,,,,,,,,,
20180394,F,IP (Y),Arts,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2.22,6,A1,A2,,,,A2,B4,,A1,A2,,,,,,,,A1,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,
20180395,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.72,6,B3,A1,,,,A1,A1,B3,A1,,,,,,,,,,,A1,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180396,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.94,6,A2,A2,,,,B3,B3,B4,A2,B3,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,
20180397,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,3.5,6,B4,A1,,,,A2,B3,C5,B4,B4,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,A1,,B4,,B4,,,
20180398,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A1,B3,A1,,,A1,A1,A2,A1,A2,,,,,,,,,,A2,,,,,,,,A2,,,,,,,,,,,,,,,,,,
20180399,M,IP (X),Science,SCHOOL X,BUDDHIST,MALAYSIAN,,2,6,B3,A2,,,,A1,A2,B3,A1,A2,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,
20180400,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.33,6,B3,A1,,,,A1,A1,A2,A1,A1,,,,,,,,,,,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180401,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,3,6,B4,E8,,,,A1,A2,B4,B4,A2,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,
20180402,F,Appeals (Academic),Science,METHODIST GIRLS' SCHOOL (SECONDARY),NO RELIGION,SINGAPORE CITIZEN,,,9,A1,C6,A2,,,A1,A2,B3,A2,,,,,,,,,,,,A2,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180403,F,JAE Ordinary Admission,Science,CHUNG CHENG HIGH SCHOOL (MAIN),BUDDHIST,SINGAPORE CITIZEN,,0,9,A2,A2,A1,,,A1,B3,A2,A2,A2,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180404,M,JAE Ordinary Admission,Science,CHUNG CHENG HIGH SCHOOL (MAIN),NO RELIGION,SINGAPORE PR (MALAYSIAN),,0,7,B3,A1,A1,,,A1,A1,A2,A2,,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180405,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,3,6,B4,C5,,,,A1,A1,B4,B3,A2,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,
20180406,M,JAE Ordinary Admission,Science,CHUNG CHENG HIGH SCHOOL (MAIN),NO RELIGION,SINGAPORE CITIZEN,,0,8,A2,A1,A1,,,A1,A2,A2,A2,,,,,,,,,A1,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180407,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.94,6,B4,A2,,,,A1,A1,A2,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180408,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.39,6,A1,A1,,,,A1,A2,,A2,A1,,,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180409,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.28,6,A1,A1,,,,A1,A1,A2,A1,,,,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180410,F,JAE Ordinary Admission,Science,CRESCENT GIRLS' SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,,6,A1,,A1,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,
20180411,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,3,6,B4,B3,,,,A1,A1,B4,A2,,,,,,,,,,,,C6,,,,,,,,,,,,B4,,,,,,,,,,,,,
20180412,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.89,6,A2,A2,,,,A2,A1,B3,B3,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180413,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.17,6,A2,A1,,,,A1,B4,C5,B3,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180414,F,DSA (CCA),Science,CHIJ ST. NICHOLAS GIRLS' SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,,11,A2,,B3,,,A2,A2,,A2,B3,,,,,,,,A1,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,
20180415,M,JAE Ordinary Admission,Science,MARIS STELLA HIGH SCHOOL,TAOIST,SINGAPORE CITIZEN,,0,7,A2,E8,A2,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180416,M,JAE Ordinary Admission,Science,NAN CHIAU HIGH SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,0,7,A2,D7,A1,,,A1,A1,A2,B3,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180417,M,JAE Ordinary Admission,Science,NAN CHIAU HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,7,A2,A2,A1,,,A1,A1,A1,A2,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180418,F,JAE Ordinary Admission,Arts,NAN HUA HIGH SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,0,7,A1,B3,A1,,,A1,A1,A2,A2,,,,,,,,,A2,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180419,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.8,6,A1,A2,,,,A1,B4,B3,A1,,,,,,,,,B3,,,,,,,,,,,,,,A1,F9,,,,,,,,,,,,,
20180420,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.11,6,A2,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180421,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.22,6,A2,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180422,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.44,6,A1,B4,,,,A2,A2,B3,A1,,,,,,,,,A2,,,,,,,,C5,,,,,,B3,F9,,,,,,,,,,,,,
20180423,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.15,6,A1,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,A2
20180424,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.63,6,A2,A2,,,,A1,A1,A2,A1,,,,,,,,,,,,B4,,,,,,,,,,,,D7,,,,,,,,,,,,,
20180425,F,JAE Ordinary Admission,Science,CRESCENT GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,A2,A2,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180426,M,JAE Ordinary Admission,Science,CHUNG CHENG HIGH SCHOOL (MAIN),NO RELIGION,SINGAPORE CITIZEN,,0,8,B3,C5,A2,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180427,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.89,6,A2,A2,,,,A1,A2,A1,A2,B3,,,,,,,,,,,A2,,,,,,,,,,,,A2,,,,,,,,,,,,,
20180428,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A2,B3,A2,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180429,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.25,6,A2,B3,,,,A1,B3,A2,A1,,,,,,,,,,,,A2,,,,,,,,,B3,,,,,,,,,,,,,,,,
20180430,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.13,6,B3,B3,,,,A1,B3,B3,A1,,,,,,,,,,,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180431,M,IP (X),Science,SCHOOL X,ROMAN CATHOLICISM,"KOREAN, SOUTH",,3.5,6,A2,D7,,,,A1,A1,B4,C5,B4,,,,,,B4,,A2,,,,,,,,,,,,,,,E8,,,,,,,A1,C5,,,A2,,
20180432,F,JAE Ordinary Admission,Science,CEDAR GIRLS' SECONDARY SCHOOL,TAOIST,SINGAPORE CITIZEN,,0,6,A1,B4,A1,,,A1,A1,A2,A2,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180433,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,2.94,6,A2,A2,,,,A2,B4,B4,B3,A2,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,B3
20180434,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,2.11,6,A2,A1,,,,A1,A2,B4,B4,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180435,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,3.78,6,A2,B3,,,,B3,C6,B3,B4,C5,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,A1,B3,,C6,,,,,
20180436,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,2.17,6,B3,A1,,,,A1,B3,A2,A1,A1,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,
20180437,F,DSA,Science,CRESCENT GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,,6,A1,A2,A1,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,
20180438,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,6,A1,A1,A1,,,A1,A1,A1,A1,A1,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180439,M,DSA (CCA),Science,ANGLICAN HIGH SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,Repeat Yr1,,19,B4,,C5,,,B4,B3,B3,A2,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180440,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,3.88,6,B4,D7,,,,A1,B3,C6,F9,,,,,,,,,,,A2,,,,,,,,,,,,,A2,,,,,,,A1,F9,,,,,
20180441,F,JAE Ordinary Admission,Science,SINGAPORE CHINESE GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,A2,A2,,,A1,A1,A1,A2,A2,,,,,,,,,,,A1,,,,,,,,A1,,,,,,,,,,,,,,,,,
20180442,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.72,6,A2,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,
20180443,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,7,B4,A2,A1,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,A1,,A1,,,,,,,,,,,,,,,,,,
20180444,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.33,6,A1,A2,,,,A1,A1,A1,A1,,,,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180445,F,JAE Ordinary Admission,Science,CHUNG CHENG HIGH SCHOOL (MAIN),CHRISTIAN,SINGAPORE CITIZEN,,0,7,A2,A2,A1,,,A1,A1,A1,A2,,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180446,F,JAE Ordinary Admission,Science,BUKIT PANJANG GOVT. HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,B3,A2,,,A1,A1,A1,A1,A1,,,,,,,,,,,A1,,,,A1,,A1,,,,,,,,,,,,,,,,,,,
20180447,M,DSA (CCA),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,,8,A1,C6,B3,,,A1,A1,B3,B3,,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180448,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A2,,A1,,,A1,A2,,A1,A2,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180449,F,IP (Y),Arts,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2.94,6,A1,A2,,,,A1,B4,C5,C5,,,,,,,,,,,,B3,,,,,,,,,B4,,,,,,,,,,,,,,,,
20180450,M,JAE Ordinary Admission,Science,ZHONGHUA SECONDARY SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,0,6,A1,,A1,,,A1,A1,A2,A2,,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180451,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,2.61,6,A2,A2,,,,A2,C5,,B4,A2,,,,,,,,,,,A1,,,,,,,,,A2,,,,,,,,,,,,,,,,
20180452,F,JAE Ordinary Admission,Science,NAN CHIAU HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,B3,A1,A1,,,A1,A1,,A2,A2,,,,,,,,,,,A1,,,,,,A2,,,,,,,,,,,,,,,,,,,
20180453,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.56,6,B4,C6,,,,A1,A2,B4,B4,,,,,,,,,,,,A1,,,,,,,,,,,,A2,,,A1,,,,,,,,,,
20180454,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.33,6,A2,B3,,,,A1,B3,,A2,A2,,,,,,,,B3,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180455,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.2,6,A2,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180456,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1,6,A1,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180457,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1,6,A1,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180458,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.75,6,A1,A2,,,,A1,A1,B3,A1,,,,,,,,,,,,B3,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180459,M,IP (X),Science,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,3.25,6,A1,B3,,,,A1,C6,B4,B4,,,,,,,,,,,,B3,,,,,,,,,,,,B3,,,,A2,,A1,A2,B3,,,,,
20180460,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.61,6,A2,A2,,,,A1,A1,B4,A2,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180461,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.94,6,A2,A2,,,,A1,A1,B3,A2,A2,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180462,F,JAE Ordinary Admission,Arts,ANDERSON SECONDARY SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,9,A1,B3,A1,,,A2,A2,,B4,B3,,,,,,,,A2,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180463,M,JAE Ordinary Admission,Arts,COMMONWEALTH SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,9,B3,B3,A2,,,A1,A1,,A2,C6,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180464,M,IP (X),Science,SCHOOL X,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,1.75,6,B4,B4,,,,A1,A1,A1,A1,,,,,,,,,,,,A1,,,,,,,,,,,,A2,,,,,,,,,,,,,
20180465,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.3,6,A2,A2,,,,A2,A2,A2,A2,,,,,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,
20180466,M,IP (X),Arts,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,2.5,6,A2,B4,,,,A2,B3,B3,A2,,,,,,,,,,,A2,,,,,,,,,,,,,A2,,,,,,,,,,,,,
20180467,F,IP (Y),Science,SCHOOL Y,TAOIST,SINGAPORE CITIZEN,,1.44,6,A1,A1,,,,A1,A2,B3,A2,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180468,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.89,6,A2,A1,,,,A1,A1,B3,A2,A2,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,
