NEWID,GENDER,INTAKE,STREAM,SEC SCHOOL,RELIGION,CITIZENSHIP,REPEAT,MSG,L1R5,EL1,HMTL,MTL2,BT,DT,EM,AM,PHY,CHM,BIO,PC,CB,SSL,PE,COM,EC,PA,CH,SSH,SSG,HA,HMU,LEL,LCL,HSY,GEO,ART,MU,AL,IN,MSP,HH,HG,HL,IH,HZ,IHC,FR,GM,JP,EM2,AM2,PO2,CO2,BO2,EO2,IH2,LA2,SP
20200376,M,IP (X),Science,SCHOOL X,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,1.78,6,A1,C5,,,,A1,A1,A1,A1,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,
20200377,M,DSA (CCA),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,,16,A2,C6,B3,,,B3,C5,B4,C6,,,,,,,,,,,,,,,,,B3,,,,,,A1,,,,,,,,,,,,,,,,,
20200378,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.18,6,A1,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200379,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.4,6,A2,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,
20200380,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.14,6,A2,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,A1,,,,,,,,,,
20200381,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.14,6,A1,A2,,,,A1,A1,,A1,A1,,,,,,,,,,,,,A2,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200382,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.14,6,A1,A2,,,,A1,A1,,A1,A2,,,,,,,,,,,,,B3,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20200383,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.56,6,A2,B3,,,,A1,A1,A1,A2,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200384,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.78,6,A1,D7,,,,A2,A1,C5,B4,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20200385,M,IP (X),Science,SCHOOL X,CHRISTIAN,MALAYSIAN,,1.67,6,A1,B3,,,,A2,A1,B3,B3,,,,,,,,,,,,,,A2,,A2,A1,,,,,A1,,,,,,,,,,,,,,,,,,
20200386,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.3,6,A2,B3,,,,A2,A2,A2,A2,B3,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,,,,,,,,,
20200387,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.45,6,B3,B3,,,,A1,A1,A2,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200388,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.64,6,A2,A2,,,,A1,A1,A1,A1,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200389,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.43,6,A2,B3,,,,A1,A1,A1,A1,B3,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20200390,M,IP (X),Science,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,1.11,6,A1,A1,,,,A1,A1,A2,A1,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20200391,F,JAE Ordinary Admission,Science,CHIJ ST. NICHOLAS GIRLS' SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,,6,A1,C6,A1,,,A1,A1,,A1,A1,,,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200392,F,JAE Ordinary Admission,Science,ZHONGHUA SECONDARY SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,,6,A1,C5,A1,,,A1,A1,A2,A1,A2,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200393,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.3,6,A1,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20200394,M,DSA (CCA),Science,CATHOLIC HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,,13,B4,A2,A1,,,A2,B3,B3,B3,,,,,A1,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,
20200395,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.86,6,B3,A2,,,,A1,A1,A1,A2,A1,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,
20200396,F,JAE Ordinary Admission,Science,SWISS COTTAGE SECONDARY SCHOOL,FREE THINKER,SINGAPORE CITIZEN,,,8,A1,,A2,,,A2,B3,,A2,A1,,,,,,,,,A2,,,,,,,A1,,,,,A1,,,,,,,,,,,,,,,,,,
20200397,F,IP (Y),Arts,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,2,6,A2,B3,,,,A1,F9,,A2,A1,,,,,,,,,,,,,A2,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200398,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.22,6,A2,B4,,,,B3,A1,B4,B3,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,
20200399,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE PR (INDONESIAN),,1.44,6,A2,B3,,,,A1,A1,A1,A2,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20200400,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.22,6,A2,F9,B3,,,A1,A1,A1,B3,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,
20200401,M,JAE Ordinary Admission,Science,NAN CHIAU HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,,7,A2,A2,A1,,,A1,A1,A2,A2,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200402,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.89,6,A2,B3,,,,A2,A1,B3,B4,,,,,,,,,,,,,,,,C6,,,,,,,,,,,,,,,,,,,,,,,,
20200403,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.44,6,B3,C6,,,,A1,A1,A1,B4,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,
20200404,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.86,6,B3,B3,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,
20200405,F,JAE Ordinary Admission,Science,METHODIST GIRLS' SCHOOL (SECONDARY),FREE THINKER,SINGAPORE CITIZEN,,,6,A1,A2,A1,,,A1,A2,,A2,A1,,,,,,,,,,A1,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200406,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.9,6,B3,B4,A2,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,
20200407,M,IP (X),Science,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,1.5,6,A2,B3,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200408,F,JAE Ordinary Admission,Science,CRESCENT GIRLS' SCHOOL,FREE THINKER,"KOREAN, SOUTH",,,8,A2,C6,A2,,,A1,A1,A1,A1,A2,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200409,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.14,6,A1,B3,,,,A1,A2,B3,A2,B4,,,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,
20200410,M,IP (X),Arts,SCHOOL X,HINDUISM,SINGAPORE CITIZEN,,1.64,6,A1,A2,B3,,,B3,A1,A1,B3,,,,,,,,,,,,,,A1,,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
20200411,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,FREE THINKER,SINGAPORE CITIZEN,,,8,B3,B3,A1,,,A1,A1,A2,A1,A1,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200412,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,0,6,B3,C6,,,,A1,A1,B4,A2,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,B3,
20200413,F,IP (Y),Science,SCHOOL Y,FREE THINKER,SINGAPORE CITIZEN,,2.43,6,B3,A2,,,,A1,B3,A2,A2,C5,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,
20200414,M,IP (X),Science,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,1.64,6,A2,B3,,,,A1,A1,A2,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.09,6,A1,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200416,F,JAE Ordinary Admission,Science,CHIJ ST. NICHOLAS GIRLS' SCHOOL,FREE THINKER,SINGAPORE CITIZEN,,,7,B3,A2,A1,,,A1,A1,,A1,A1,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200417,F,JAE Ordinary Admission,Arts,BUKIT PANJANG GOVT. HIGH SCHOOL,FREE THINKER,SINGAPORE CITIZEN,,,7,A1,B4,A1,,,B3,B3,,A2,A1,,,,,,,,,A1,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,
20200418,F,JAE Ordinary Admission,Science,CHIJ ST. NICHOLAS GIRLS' SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,,8,B3,B3,A1,,,A1,A1,A2,A1,A2,,,,,,,,,A1,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,
20200419,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.89,6,A1,B3,,,,A1,A1,B3,B3,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200420,M,IP (X),Science,SCHOOL X,NO RELIGION,MALAYSIAN,,1.1,6,A2,A1,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,
20200421,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.09,6,A1,A1,,,,A1,A1,A2,A1,,,,,,,,,,,,,,A1,,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
20200422,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.57,6,A1,A1,,,,A1,B3,A2,A2,,,,,,,,,,,,,,A1,,A2,,,,,,,,,,,,,,,,,,,,,,,,
20200423,F,JAE Ordinary Admission,Science,CHIJ KATONG CONVENT,FREE THINKER,SINGAPORE CITIZEN,,,8,B3,A2,A1,,,A1,A1,,A1,A1,,,,,,,,,A2,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200424,F,IP (Y),Arts,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.71,6,A1,B3,,,,A1,A1,A2,B3,,,,,,,,,,,,,,,,A2,,,,,,,A2,,,,,,,,,,,,,,,,,
20200425,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,BUDDHIST,SINGAPORE PR (MALAYSIAN),,,6,A1,,A1,,,A1,A1,A1,A1,A1,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.18,6,A2,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,
20200427,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE PR (OTHER ASIAN),,2.43,6,B3,B3,,,,A1,A2,A2,A2,A2,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,
20200428,M,DSA (CCA),Science,RAFFLES INSTITUTION,NO RELIGION,SINGAPORE CITIZEN,Repeat Yr1,,14,B4,C6,B3,,,A2,A1,A2,B3,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.43,6,B3,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20200430,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.56,6,A2,D7,,,,A2,A1,B4,B4,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,
20200431,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2,6,B4,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,
20200432,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.91,6,A1,B3,,,,A1,B3,B3,B3,,,,,,,,,,,,,,A1,,B3,A1,,,,,,,,,,,,,,,,,,,,,,,
20200433,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.43,6,A2,A2,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,
20200434,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,,8,B3,A2,A1,,,A1,A1,,A2,A2,,,,,,,,,,A1,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,
20200435,M,JAE Ordinary Admission,Science,NAN CHIAU HIGH SCHOOL,FREE THINKER,SINGAPORE CITIZEN,,,8,B3,A2,B3,,,A1,A1,A2,A2,A1,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200436,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.14,6,A1,A1,,,,A1,A1,,A1,A1,,,,,,,,,,,,,,,,A2,,,,,,,A1,,,,,,,A1,,,,,,,,,
20200437,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.57,6,A2,B3,,,,A1,A2,A1,B3,A1,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,
20200438,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.57,6,B3,B3,,,,A1,A1,A1,A2,,,,,,,,,,,,,,,,,A1,,,,,,,A2,,,,,,,,,,,,,,,,
20200439,F,DSA (CCA),Arts,METHODIST GIRLS' SCHOOL (SECONDARY),CHRISTIAN,SINGAPORE CITIZEN,,,6,A1,A2,A1,,,A1,A1,B3,B3,,,,,,,,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,
20200440,M,IP (X),Science,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,2.3,6,B3,B3,,,,A1,A1,B4,A1,B3,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,,,,,,,,,
20200441,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.9,6,A2,A2,,,,A1,A2,B4,A2,B3,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20200442,F,JAE Ordinary Admission,Science,NAN CHIAU HIGH SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,,6,A1,,A1,,,A1,A1,,A2,A1,,,,,,,,,,A1,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,
20200443,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.43,6,A2,A1,,,,A1,A1,B3,A1,,,,,,,,,,,,,,,A1,,,,,,,,,,,,C5,,,,,,,,,,,,,
20200444,F,JAE Ordinary Admission,Science,BUKIT PANJANG GOVT. HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,,6,A1,A2,A1,,,A1,A1,A1,A1,A1,,,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200445,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.86,6,C5,C5,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,A1,,,,,,,,,,B4,,,,,,,,,,,,,,,,,
20200446,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.71,6,A1,B4,,,,A1,A1,,A2,A2,,,,,,,,,,,,,A2,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20200447,F,JAE Ordinary Admission,Science,PRESBYTERIAN HIGH SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,,7,B3,A2,A1,,,A1,A2,,A1,A1,,,,,,A1,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200448,M,IP (X),Arts,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,3.9,6,A2,C6,B3,,,A2,B4,C5,D7,C6,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,A2,,B3,,,,,
20200449,M,IP (X),Science,SCHOOL X,FREE THINKER,SINGAPORE CITIZEN,,2.67,6,B3,C5,A1,,,A2,A1,B4,A2,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,,,,,,,,
20200450,F,JAE Ordinary Admission,Science,CHIJ SECONDARY (TOA PAYOH),BUDDHIST,SINGAPORE CITIZEN,,,8,A1,A2,A1,,,A1,A2,B3,B3,A1,,,A2,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,
20200451,F,JAE Ordinary Admission,Science,TANJONG KATONG GIRLS' SCHOOL,FREE THINKER,SINGAPORE CITIZEN,,,7,A2,A2,A1,,,A1,A1,A2,A1,A1,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200452,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.29,6,A2,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,
20200453,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.14,6,C5,B3,,,,A1,A2,A2,B3,,,,,,,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,
20200454,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.8,6,A1,A2,,,,A1,A1,A1,B4,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200455,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.71,6,B3,A2,,,,A1,A1,A1,B3,A2,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,
20200456,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.27,6,A1,A2,,,,A1,A1,A1,A1,,,,,,,,,,,,,,A1,,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
20200457,F,IP (Y),Arts,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,2.29,6,A2,A1,,,,A2,B3,A2,B3,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200458,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,3.22,6,A2,A2,,,,B3,A2,C5,D7,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,,,A1,,,,,,,,
20200459,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.43,6,B3,B3,,,,A1,A1,A1,A1,B4,,,,,,,,,,,,,,,,,,,,,,C5,,,,,,,,,,,,,,,,,
20200460,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.57,6,B3,A2,,,,A1,A1,A1,A1,B3,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,
20200461,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.67,6,B3,A1,,,,A1,A1,A1,A2,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,,,,,,,,,
20200462,M,IP (X),Science,SCHOOL X,BUDDHIST,MALAYSIAN,,2,6,B4,A1,,,,A1,A1,A2,A1,,,,,,,,,,,,,,,,,B3,,,,,A1,,,,,,,,,,,,,,,,,,
20200463,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.7,6,B3,B3,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200464,F,JAE Ordinary Admission,Science,METHODIST GIRLS' SCHOOL (SECONDARY),FREE THINKER,SINGAPORE CITIZEN,,,6,A1,A2,A1,,,A1,A1,B3,B3,B3,,,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200465,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.3,6,A1,B3,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,
20200466,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.71,6,A2,A1,,,,A1,A1,A1,A2,A1,,,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,B3,,,,,,,,,
20200467,M,IP (X),Science,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,2.11,6,B4,B3,A1,,,A1,A1,A1,B3,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,
20200468,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1,6,A1,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20200469,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,,6,A1,A2,A2,,,A1,A1,A1,A1,A1,,,,,,,,,B3,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200470,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,FREE THINKER,SINGAPORE CITIZEN,,,6,A1,B3,A1,,,A1,A1,A1,A2,A1,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200471,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.71,6,B4,A1,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,A2,,,,,,,B3,,,,,,,,,,,,,,,,
20200472,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.43,6,A1,A2,,,,A1,,B4,B3,,,,,,,,,,,,,,A2,,,,,,,,,,,A2,,,,,,,,,,,,,,,
20200473,F,DSA (CCA),Science,CEDAR GIRLS' SECONDARY SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,,7,A2,B3,A1,,,A1,A1,,A2,A1,,,,,,,,,,,,,,,A2,,,,,,,,A1,,,,,,,,,,,,,,,,
20200474,M,JAE Ordinary Admission,Science,VICTORIA SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,,6,A1,A1,A1,,,A1,A1,A1,A1,A1,,,,,,,,,A1,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20200475,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.71,6,B3,A1,,,,A1,A1,A1,A2,A2,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,
20200476,F,JAE Ordinary Admission,Science,CHUNG CHENG HIGH SCHOOL (MAIN),FREE THINKER,SINGAPORE CITIZEN,,,6,A1,A1,A1,,,A1,A1,A1,A1,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200477,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.4,6,A1,C5,,,,A1,A1,A1,A1,,,,,,,,,,,,A1,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,
20200478,F,JAE Ordinary Admission,Science,CHIJ ST. NICHOLAS GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,,8,A1,B3,A1,,,A1,A2,A2,A2,,,,A1,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,
20200479,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2,6,A2,B3,,,,A2,A1,B4,A1,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20200480,M,JAE Ordinary Admission,Science,ANDERSON SECONDARY SCHOOL,FREE THINKER,CHINESE,,,6,A1,A1,A1,,,A1,A1,A1,A1,A1,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200481,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.71,6,B4,C5,,,,A1,B3,A2,A2,A2,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,
20200482,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.27,6,A1,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200483,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE PR (CHINESE),,1.57,6,B3,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,
20200484,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.78,6,B3,A2,,,,A1,A1,B3,B3,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20200485,M,JAE Ordinary Admission,Science,LOYANG VIEW SECONDARY SCHOOL,NO RELIGION,CHINESE,Repeat Yr2,,9,C6,A2,A1,,,A1,A1,,,,A1,,,,,,A1,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200486,F,JAE Ordinary Admission,Arts,BUKIT MERAH SECONDARY SCHOOL,NO RELIGION,SINGAPORE PR (CHINESE),,,7,A2,A1,A1,,,A1,A1,A1,B3,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200487,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE PR (CHINESE),,1.86,6,B4,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,
